school_section,cca_grouping_desc,cca_generic_name,cca_customized_name,school_id
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,315
PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA,315
PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS,MATHEMATICS,315
PRIMARY,CLUBS AND SOCIETIES,CHINESE CULTURE AND LANGUAGE,CHINESE CULTURE AND LANGUAGE,315
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na,315
PRIMARY,VISUAL AND PERFORMING ARTS,DIKIR BARAT,na,315
PRIMARY,VISUAL AND PERFORMING ARTS,DIGITAL MEDIA,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),315
PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na,315
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (BOYS),316
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,316
SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL,316
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,316
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC,316
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH,316
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NCC (LAND),316
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,316
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,316
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE,316
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA,316
SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,YOUTH FLYING CLUB,316
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,"INFOCOMM, ROBOTICS & AVA CLUB",316
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,316
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,316
SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na,316
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na,317
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,317
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,317
PRIMARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,HANDBELL/HANDCHIME Ensemble,317
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,317
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,317
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,317
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,317
PRIMARY,CLUBS AND SOCIETIES,CHINESE CULTURE AND LANGUAGE,CHINESE CULTURAL CLUB,317
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na,317
PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,LIBRARY,317
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,317
PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER,317
PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na,317
PRIMARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA,na,317
PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,318
PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,318
PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,ROPE SKIPPING,318
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,318
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,318
PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,HIP HOP DANCE,318
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,318
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE,318
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,318
PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,BRASS BAND,318
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS,318
PRIMARY,CLUBS AND SOCIETIES,COMPUTER CLUB,INFO COMM CLUB,318
PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,SCIENCE CLUB,318
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,319
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,319
SECONDARY,PHYSICAL SPORTS,HOCKEY,na,319
SECONDARY,PHYSICAL SPORTS,NETBALL,na,319
SECONDARY,PHYSICAL SPORTS,SOFTBALL,na,319
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,319
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,319
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,319
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na,319
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,319
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE,319
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE - CONTEMPORARY,319
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,319
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,319
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA CLUB,319
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AVA/PHOTOGRAPHY CLUB,319
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,na,319
SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,MEDIA RESOURCE LIBRARY,319
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND,320
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na,320
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,320
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,320
SECONDARY,PHYSICAL SPORTS,NETBALL,na,320
SECONDARY,PHYSICAL SPORTS,SEPAKTAKRAW,na,320
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,320
SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,ATHLETICS,320
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,320
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,320
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,320
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,320
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na,320
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,320
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,320
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,320
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ELDDS,320
PRIMARY,PHYSICAL SPORTS,SOFTBALL,na,321
PRIMARY,PHYSICAL SPORTS,WUSHU,na,321
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na,321
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,321
PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,321
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na,321
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,321
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,321
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,321
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na,321
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,322
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,322
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,322
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na,322
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na,322
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS & GIRL GUIDES,322
PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,na,322
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,322
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,322
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,322
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,VISUAL ART,322
PRIMARY,VISUAL AND PERFORMING ARTS,CERAMICS,na,322
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,322
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),Infocomm Club,322
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,323
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,323
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na,323
PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,323
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,323
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na,323
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,323
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,323
PRIMARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),na,323
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,323
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,323
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na,323
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE,323
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,323
SECONDARY,PHYSICAL SPORTS,CROSS COUNTRY,na,324
SECONDARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ADVENTURE CLUB,324
SECONDARY,PHYSICAL SPORTS,ROCKWALL CLIMBING,na,324
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,BAND - SYMPHONIC,324
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA CLUB,324
SECONDARY,PHYSICAL SPORTS,SHOOTING,na,324
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (GIRLS),324
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,324
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,324
SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,324
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC (BOYS),324
SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na,324
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NCC (LAND - BOYS),324
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,324
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,324
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE (GIRLS),324
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,324
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,324
SECONDARY,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATE CLUB,324
SECONDARY,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,na,324
SECONDARY,CLUBS AND SOCIETIES,"CHINESE LANGUAGE, DRAMA AND DEBATING",MOTHER TONGUE CULTURE CLUB (CLDDS),324
SECONDARY,CLUBS AND SOCIETIES,"MALAY LANGUAGE, DRAMA AND DEBATING",MOTHER TONGUE CULTURE CLUB (MLDDS),324
SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,LIBRARY,324
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE,325
PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (Mixed),325
PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL (Mixed),325
PRIMARY,PHYSICAL SPORTS,HOCKEY,HOCKEY (Boys),325
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL (Mixed),325
PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL (Mixed),325
PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS,325
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,325
PRIMARY,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,STRING ENSEMBLE,325
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE,325
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,325
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,325
PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA,325
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,VISUAL ARTS,325
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENT CLUB,325
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),ICT CLUB (MEDIA PRODUCTION),325
PRIMARY,CLUBS AND SOCIETIES,STRATEGY GAMES,STRATEGY GAMES,325
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,CHINESE CALLIGRAPHY,326
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,GREEN CLUB,326
PRIMARY,CLUBS AND SOCIETIES,SCRABBLE CLUB,na,326
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,326
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,326
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,326
PRIMARY,PHYSICAL SPORTS,WUSHU,na,326
PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na,326
PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS,326
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES,326
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,326
PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na,326
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,326
PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,326
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,326
PRIMARY,VISUAL AND PERFORMING ARTS,DIGITAL MEDIA,na,326
PRIMARY,PHYSICAL SPORTS,ROCKWALL CLIMBING,na,327
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na,327
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,327
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,327
PRIMARY,PHYSICAL SPORTS,WUSHU,na,327
PRIMARY,PHYSICAL SPORTS,FLOORBALL,na,327
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,327
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na,327
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,327
PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na,327
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,327
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,Robotics Club,327
PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na,327
PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER,328
PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,ATHLETICS,328
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL GIRLS & BOYS,328
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,328
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na,328
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ENSEMBLE - ANGKLUNG,328
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,328
PRIMARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,na,328
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,328
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,328
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,DANCE - MALAY/INTERNATIONAL,328
PRIMARY,VISUAL AND PERFORMING ARTS,MODULAR CCA (VPA),Musical Cast 2020,328
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,328
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,329
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,329
SECONDARY,PHYSICAL SPORTS,NETBALL,na,329
SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL (BOYS),329
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,329
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH,329
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,329
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,329
SECONDARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,329
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,329
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),DIGITAL ANIMATION,329
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,"MECHATRONICS, AERONAUTICS & ROBOTICS",329
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA CLUB,329
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,329
JUNIOR COLLEGE,CLUBS AND SOCIETIES,STRATEGY GAMES,STRATEGY CLUB,330
JUNIOR COLLEGE,PHYSICAL SPORTS,SHOOTING,AIR WEAPONS,330
JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na,330
JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na,330
JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,na,330
JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,na,330
JUNIOR COLLEGE,PHYSICAL SPORTS,SQUASH,na,330
JUNIOR COLLEGE,PHYSICAL SPORTS,TRACK AND FIELD,na,330
JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na,330
JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,na,330
JUNIOR COLLEGE,PHYSICAL SPORTS,WUSHU,na,330
JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na,330
JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,na,330
JUNIOR COLLEGE,PHYSICAL SPORTS,BOWLING,TENPIN BOWLNIG,330
JUNIOR COLLEGE,PHYSICAL SPORTS,FRISBEE,ULTIMATE FRISBEE,330
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,330
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,CHORALE,330
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,GUITAR ENSEMBLE,330
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE CLUB,330
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ELDDS (DRAMA),330
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,330
JUNIOR COLLEGE,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",DEBATE SOCIETY,330
JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMMUNITY SERVICE (ROTARY-SPONSORED),INTERACT CLUB,330
JUNIOR COLLEGE,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,STUDENTS' COUNCIL,330
JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMMUNITY SERVICE,na,330
JUNIOR COLLEGE,CLUBS AND SOCIETIES,"CHINESE LANGUAGE, DRAMA AND DEBATING",CHINESE CULTURAL SOCIETY,330
JUNIOR COLLEGE,CLUBS AND SOCIETIES,"INDIAN LANGUAGE, DRAMA AND DEBATING",INDIAN CULTURAL SOCIETY,330
JUNIOR COLLEGE,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),MAKERS' ACADEMY,330
JUNIOR COLLEGE,CLUBS AND SOCIETIES,"MALAY LANGUAGE, DRAMA AND DEBATING",MALAY CULTURAL SOCIETY,330
JUNIOR COLLEGE,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ADVENTURE CLUB,330
JUNIOR COLLEGE,PHYSICAL SPORTS,MODULAR CCA (SPORTS),MODULAR SPORTS,330
JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND,330
PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,331
PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,331
PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL,331
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,331
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG/KULINTANG ENSEMBLE,331
PRIMARY,VISUAL AND PERFORMING ARTS,GAMELAN ENSEMBLE,GAMELAN ENSEMBLE,331
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,331
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,331
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE,331
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,331
PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND,331
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS,331
PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,INTERNATIONAL CHESS,331
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM TECHNOLOGY (COMPUTING),331
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,331
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,332
SECONDARY,PHYSICAL SPORTS,NETBALL,na,332
SECONDARY,PHYSICAL SPORTS,SEPAKTAKRAW,na,332
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,332
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,332
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,332
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,332
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,332
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,332
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NCDCC,332
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,332
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,332
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,332
SECONDARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,332
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,332
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,D'LITE (ENGLISH DRAMA),332
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA,332
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,332
SECONDARY,PHYSICAL SPORTS,SHOOTING,AIR WEAPONS CLUB,333
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,333
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na,333
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,333
SECONDARY,PHYSICAL SPORTS,BOWLING,na,333
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,333
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,333
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,333
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na,333
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,333
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,333
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,333
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,WIND ORCHESTRA,333
SECONDARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,CHESS CLUB or INTERNATIONAL/CHINESE CHESS,333
SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHY,PHOTOGRAPHY CLUB,333
PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL,334
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,334
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,334
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,CONTEMPORARY DANCE,334
PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS,MATH CLUB,334
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),E-NNOVATION CLUB,334
PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,334
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS,334
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL,334
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,334
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,334
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,334
PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,SCIENCE CLUB,334
SECONDARY,VISUAL AND PERFORMING ARTS,LION AND DRAGON DANCE,DRAGON AND LION DANCE,335
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,335
SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na,335
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,335
